idpackets_db,STX,length,"Sequence Number",Direct,CMD,"Sensor ID","Sensor Number",Data,Checksum,ETX,Time
3827,33,0073,ec,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35343a34355d20526563762050495220446174612049445b307834345d204e756d5b3078325d20436e745b305d204d61736b5b3078202020305d204261745b3130305d20436f6d5b305d20525353495b2d33345d,63,55,"12/03/2022, 13:51:57.474372"
3828,33,0016,ed,91,36,44,02,0000050000000000362d6400de17,d1,55,"12/03/2022, 13:51:58.481835"
3829,33,0052,ee,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35343a34365d2053656e736f722044617461205265706f72742049445b307834345d204e756d5b3078325d204757204261745b3130305d,a6,55,"12/03/2022, 13:51:58.680465"
3830,33,0070,ef,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35343a34375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,e9,55,"12/03/2022, 13:51:59.793122"
3831,33,0070,f0,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35343a35325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,e6,55,"12/03/2022, 13:52:04.817667"
3832,33,0070,f1,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35343a35375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,ec,55,"12/03/2022, 13:52:09.841532"
3833,33,0036,f2,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35353a30315d20203d3d3d3e2041444320417665725b323533365d,74,55,"12/03/2022, 13:52:13.365149"
3834,33,0070,f3,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35353a30325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,e5,55,"12/03/2022, 13:52:14.872794"
3835,33,0070,f4,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35353a30375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,eb,55,"12/03/2022, 13:52:19.796220"
3836,33,002e,f5,91,36,23,01,ffff0c000000000000000000000000000000000000000000000000000000000037076400f6ff,af,55,"12/03/2022, 13:52:20.501294"
3837,33,0052,f6,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35353a30385d2053656e736f722044617461205265706f72742049445b307832335d204e756d5b3078315d204757204261745b3130305d,a9,55,"12/03/2022, 13:52:20.700107"
3838,33,002e,f7,91,36,24,01,ffff0c000000000000000000000000000000000000000000000000000000000037076400f6ff,b2,55,"12/03/2022, 13:52:20.899510"
3839,33,0052,f8,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35353a30385d2053656e736f722044617461205265706f72742049445b307832345d204e756d5b3078315d204757204261745b3130305d,ac,55,"12/03/2022, 13:52:21.098557"
3840,33,001d,f9,91,36,25,01,ffff0c00000000000000000000000037076400f6ff,a4,55,"12/03/2022, 13:52:24.629362"
3841,33,0052,fa,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35353a30385d2053656e736f722044617461205265706f72742049445b307832355d204e756d5b3078315d204757204261745b3130305d,af,55,"12/03/2022, 13:52:24.828253"
3842,33,0070,fb,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35353a31325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,ee,55,"12/03/2022, 13:52:29.655559"
3843,33,0070,fc,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35353a31375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,f4,55,"12/03/2022, 13:52:29.854174"
3844,33,0070,fd,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35353a32325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,f1,55,"12/03/2022, 13:52:34.779812"
3845,33,0070,fe,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35353a32375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,f7,55,"12/03/2022, 13:52:39.805557"
3846,33,0070,00,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35353a33325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,f5,55,"12/03/2022, 13:52:44.832861"
3847,33,0070,01,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35353a33375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,fb,55,"12/03/2022, 13:52:49.857551"
3848,33,0070,02,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35353a34325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,f8,55,"12/03/2022, 13:52:54.783590"
3849,33,006f,03,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35353a34345d2052656376204b4120504952205b325d204261745b3230305d2053656e73696e6720506572696f645b31343430305d205265706f727420506572696f645b31343430305d20525353495b2d33345d,0c,55,"12/03/2022, 13:52:57.397484"
3850,33,0073,04,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35353a34355d20526563762050495220446174612049445b307834345d204e756d5b3078325d20436e745b305d204d61736b5b3078202020305d204261745b3130305d20436f6d5b305d20525353495b2d33345d,7c,55,"12/03/2022, 13:52:57.597016"
3851,33,0070,05,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35353a34375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,00,55,"12/03/2022, 13:52:59.808980"
3852,33,0070,06,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35353a35325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,fd,55,"12/03/2022, 13:53:04.832441"
3853,33,0015,07,91,39,11,01,6400d900000000000000311700,7d,55,"12/03/2022, 13:53:05.341689"
3854,33,0048,08,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35353a35335d2053656e736f7220537461747573205265706f72742049445b307831315d204e756d5b3078315d,7a,55,"12/03/2022, 13:53:05.540487"
3855,33,0070,09,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35353a35375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,05,55,"12/03/2022, 13:53:09.866893"
3856,33,005b,0a,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35363a30315d20526561642054656d7020446174612054656d705b32342e3727435d204261745b3130305d20436f6d5b305d20525353495b2d31305d,77,55,"12/03/2022, 13:53:13.981004"
3857,33,0058,0b,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35363a30315d20526561642048756d20446174612048756d5b33382e34255d204261745b3130305d20436f6d5b305d20525353495b2d31305d,5a,55,"12/03/2022, 13:53:14.179818"
3858,33,0036,0c,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35363a30315d20203d3d3d3e2041444320417665725b323533385d,91,55,"12/03/2022, 13:53:14.378072"
3859,33,0070,0d,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35363a30325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,00,55,"12/03/2022, 13:53:14.788132"
3860,33,0070,0e,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35363a30375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,06,55,"12/03/2022, 13:53:19.820818"
3861,33,002e,0f,91,36,23,01,ffff0c000000000000000000000000000000000000000000000000000000000038076400f6ff,ca,55,"12/03/2022, 13:53:20.577068"
3862,33,0052,10,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35363a30385d2053656e736f722044617461205265706f72742049445b307832335d204e756d5b3078315d204757204261745b3130305d,c4,55,"12/03/2022, 13:53:20.783200"
3863,33,002e,11,91,36,24,01,ffff0c000000000000000000000000000000000000000000000000000000000038076400f6ff,cd,55,"12/03/2022, 13:53:20.982046"
3864,33,0052,12,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35363a30385d2053656e736f722044617461205265706f72742049445b307832345d204e756d5b3078315d204757204261745b3130305d,c7,55,"12/03/2022, 13:53:21.180743"
3865,33,001d,13,91,36,25,01,ffff0c00000000000000000000000038076400f6ff,bf,55,"12/03/2022, 13:53:24.649146"
3866,33,0052,14,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35363a30385d2053656e736f722044617461205265706f72742049445b307832355d204e756d5b3078315d204757204261745b3130305d,ca,55,"12/03/2022, 13:53:24.847861"
3867,33,0070,15,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35363a31325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,09,55,"12/03/2022, 13:53:29.674546"
3868,33,0070,16,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35363a31375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,0f,55,"12/03/2022, 13:53:29.873220"
3869,33,0070,17,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35363a32325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,0c,55,"12/03/2022, 13:53:34.802169"
3870,33,0070,18,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35363a32375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,12,55,"12/03/2022, 13:53:39.826201"
3871,33,0070,19,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35363a33325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,0f,55,"12/03/2022, 13:53:44.851114"
3872,33,0070,1a,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35363a33375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,15,55,"12/03/2022, 13:53:49.872402"
3873,33,0070,1b,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35363a34325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,12,55,"12/03/2022, 13:53:54.798989"
3874,33,006f,1c,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35363a34345d2052656376204b4120504952205b325d204261745b3230305d2053656e73696e6720506572696f645b31343430305d205265706f727420506572696f645b31343430305d20525353495b2d33355d,27,55,"12/03/2022, 13:53:57.415924"
3875,33,0073,1d,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35363a34355d20526563762050495220446174612049445b307834345d204e756d5b3078325d20436e745b305d204d61736b5b3078202020305d204261745b3130305d20436f6d5b305d20525353495b2d33355d,97,55,"12/03/2022, 13:53:57.614862"
3876,33,0070,1e,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35363a34375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,1a,55,"12/03/2022, 13:53:59.830763"
3877,33,0070,1f,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35363a35325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,17,55,"12/03/2022, 13:54:04.861173"
3878,33,0070,20,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35363a35375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,1d,55,"12/03/2022, 13:54:09.786022"
3879,33,0036,21,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35373a30315d20203d3d3d3e2041444320417665725b323533395d,a8,55,"12/03/2022, 13:54:13.504865"
3880,33,0070,22,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35373a30325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,16,55,"12/03/2022, 13:54:14.812252"
3881,33,0070,23,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35373a30375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,1c,55,"12/03/2022, 13:54:19.835832"
3882,33,002e,24,91,36,23,01,ffff0c000000000000000000000000000000000000000000000000000000000039076400f6ff,e0,55,"12/03/2022, 13:54:20.541738"
3883,33,0052,25,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35373a30385d2053656e736f722044617461205265706f72742049445b307832335d204e756d5b3078315d204757204261745b3130305d,da,55,"12/03/2022, 13:54:20.740721"
3884,33,002e,26,91,36,24,01,ffff0c000000000000000000000000000000000000000000000000000000000039076400f6ff,e3,55,"12/03/2022, 13:54:20.939495"
3885,33,0052,27,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35373a30385d2053656e736f722044617461205265706f72742049445b307832345d204e756d5b3078315d204757204261745b3130305d,dd,55,"12/03/2022, 13:54:21.138558"
3886,33,001d,28,91,36,25,01,ffff0c00000000000000000000000039076400f6ff,d5,55,"12/03/2022, 13:54:24.674041"
3887,33,0052,29,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35373a30385d2053656e736f722044617461205265706f72742049445b307832355d204e756d5b3078315d204757204261745b3130305d,e0,55,"12/03/2022, 13:54:24.873352"
3888,33,0070,2a,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35373a31325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,1f,55,"12/03/2022, 13:54:29.595335"
3889,33,0070,2b,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35373a31375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,25,55,"12/03/2022, 13:54:29.794945"
3890,33,0070,2c,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35373a32325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,22,55,"12/03/2022, 13:54:34.821744"
3891,33,0070,2d,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35373a32375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,28,55,"12/03/2022, 13:54:39.840849"
3892,33,0070,2e,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35373a33325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,25,55,"12/03/2022, 13:54:44.873532"
3893,33,0070,2f,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35373a33375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,2b,55,"12/03/2022, 13:54:49.793805"
3894,33,0070,30,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35373a34325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,28,55,"12/03/2022, 13:54:54.827931"
3895,33,006f,31,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35373a34345d2052656376204b4120504952205b325d204261745b3230305d2053656e73696e6720506572696f645b31343430305d205265706f727420506572696f645b31343430305d20525353495b2d33335d,3b,55,"12/03/2022, 13:54:57.441395"
3896,33,0073,32,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35373a34355d20526563762050495220446174612049445b307834345d204e756d5b3078325d20436e745b305d204d61736b5b3078202020305d204261745b3130305d20436f6d5b305d20525353495b2d33335d,ab,55,"12/03/2022, 13:54:57.639483"
3897,33,0070,33,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35373a34375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,30,55,"12/03/2022, 13:54:59.857878"
3898,33,0070,34,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35373a35325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,2d,55,"12/03/2022, 13:55:04.978387"
3899,33,0070,35,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35373a35375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,33,55,"12/03/2022, 13:55:09.811654"
3900,33,005b,36,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35383a30315d20526561642054656d7020446174612054656d705b32342e3727435d204261745b3130305d20436f6d5b305d20525353495b2d31305d,a5,55,"12/03/2022, 13:55:14.030920"
3901,33,0058,37,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35383a30315d20526561642048756d20446174612048756d5b33382e33255d204261745b3130305d20436f6d5b305d20525353495b2d31305d,87,55,"12/03/2022, 13:55:14.230684"
3902,33,0036,38,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35383a30315d20203d3d3d3e2041444320417665725b323534305d,b8,55,"12/03/2022, 13:55:14.632495"
3903,33,0070,39,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35383a30325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,2e,55,"12/03/2022, 13:55:14.831686"
3904,33,0070,3a,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35383a30375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,34,55,"12/03/2022, 13:55:19.863714"
3905,33,002e,3b,91,36,23,01,ffff0c00000000000000000000000000000000000000000000000000000000003a076400f6ff,f8,55,"12/03/2022, 13:55:20.369330"
3906,33,0052,3c,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35383a30385d2053656e736f722044617461205265706f72742049445b307832335d204e756d5b3078315d204757204261745b3130305d,f2,55,"12/03/2022, 13:55:20.568199"
3907,33,002e,3d,91,36,24,01,ffff0c00000000000000000000000000000000000000000000000000000000003a076400f6ff,fb,55,"12/03/2022, 13:55:20.766994"
3908,33,0052,3e,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35383a30385d2053656e736f722044617461205265706f72742049445b307832345d204e756d5b3078315d204757204261745b3130305d,f5,55,"12/03/2022, 13:55:20.965755"
3909,33,001d,3f,91,36,25,01,ffff0c0000000000000000000000003a076400f6ff,ed,55,"12/03/2022, 13:55:21.164466"
3910,33,0052,40,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35383a30385d2053656e736f722044617461205265706f72742049445b307832355d204e756d5b3078315d204757204261745b3130305d,f8,55,"12/03/2022, 13:55:24.595847"
3911,33,0070,41,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35383a31325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,37,55,"12/03/2022, 13:55:24.795911"
3912,33,0070,42,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35383a31375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,3d,55,"12/03/2022, 13:55:29.822220"
3913,33,0070,43,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35383a32325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,3a,55,"12/03/2022, 13:55:34.846058"
3914,33,0070,44,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35383a32375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,40,55,"12/03/2022, 13:55:39.868089"
3915,33,0070,45,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35383a33325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,3d,55,"12/03/2022, 13:55:44.801244"
3916,33,0070,46,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35383a33375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,43,55,"12/03/2022, 13:55:49.824120"
3917,33,0070,47,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35383a34325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,40,55,"12/03/2022, 13:55:54.850220"
3918,33,006f,48,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35383a34345d2052656376204b4120504952205b325d204261745b3230305d2053656e73696e6720506572696f645b31343430305d205265706f727420506572696f645b31343430305d20525353495b2d33355d,55,55,"12/03/2022, 13:55:57.465561"
3919,33,0073,49,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35383a34355d20526563762050495220446174612049445b307834345d204e756d5b3078325d20436e745b305d204d61736b5b3078202020305d204261745b3130305d20436f6d5b305d20525353495b2d33355d,c5,55,"12/03/2022, 13:55:57.862984"
3920,33,0070,4a,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35383a34375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,48,55,"12/03/2022, 13:55:59.782221"
3921,33,0070,4b,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35383a35325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,45,55,"12/03/2022, 13:56:04.806237"
3922,33,0070,4c,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35383a35375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,4b,55,"12/03/2022, 13:56:09.835239"
3923,33,0036,4d,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35393a30315d20203d3d3d3e2041444320417665725b323534315d,cf,55,"12/03/2022, 13:56:13.355452"
3924,33,0070,4e,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35393a30325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,44,55,"12/03/2022, 13:56:14.861543"
3925,33,0070,4f,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35393a30375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,4a,55,"12/03/2022, 13:56:19.786934"
3926,33,002e,50,91,36,23,01,ffff0c00000000000000000000000000000000000000000000000000000000003b076400f6ff,0e,55,"12/03/2022, 13:56:20.394279"
3927,33,0052,51,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35393a30385d2053656e736f722044617461205265706f72742049445b307832335d204e756d5b3078315d204757204261745b3130305d,08,55,"12/03/2022, 13:56:20.593422"
3928,33,002e,52,91,36,24,01,ffff0c00000000000000000000000000000000000000000000000000000000003b076400f6ff,11,55,"12/03/2022, 13:56:20.792098"
3929,33,0052,53,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35393a30385d2053656e736f722044617461205265706f72742049445b307832345d204e756d5b3078315d204757204261745b3130305d,0b,55,"12/03/2022, 13:56:20.991345"
3930,33,001d,54,91,36,25,01,ffff0c0000000000000000000000003b076400f6ff,03,55,"12/03/2022, 13:56:21.190090"
3931,33,0052,55,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35393a30385d2053656e736f722044617461205265706f72742049445b307832355d204e756d5b3078315d204757204261745b3130305d,0e,55,"12/03/2022, 13:56:24.618795"
3932,33,0070,56,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35393a31325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,4d,55,"12/03/2022, 13:56:24.817893"
3933,33,0070,57,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35393a31375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,53,55,"12/03/2022, 13:56:29.840973"
3934,33,0070,58,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35393a32325d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,50,55,"12/03/2022, 13:56:34.868512"
3935,33,006b,59,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30303a35393a32355d2052656376204b412042746e205b315d204261745b3230305d2053656e73696e6720506572696f645b3630305d205265706f727420506572696f645b3630305d20525353495b2d33395d,d8,55,"12/03/2022, 13:56:37.683945"
3936,33,0070,5a,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30303a35393a32375d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,57,55,"12/03/2022, 13:56:39.796870"
