idpackets_db,STX,length,"Sequence Number",Direct,CMD,"Sensor ID","Sensor Number",Data,Checksum,ETX,Time
1,33,0070,af,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32333a33345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,ac,55,"12/02/2022, 00:23:35.387428"
2,33,0070,b0,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32333a33395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,b2,55,"12/02/2022, 00:23:40.502810"
3,33,006f,b1,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32333a34345d2052656376204b4120504952205b325d204261745b3230305d2053656e73696e6720506572696f645b31343430305d205265706f727420506572696f645b31343430305d20525353495b2d33315d,bd,55,"12/02/2022, 00:23:45.235745"
4,33,0073,b2,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32333a34355d20526563762050495220446174612049445b307834345d204e756d5b3078325d20436e745b335d204d61736b5b3078203236305d204261745b3130305d20436f6d5b305d20525353495b2d33315d,58,55,"12/02/2022, 00:23:45.430515"
5,33,0070,b3,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32333a34355d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,b2,55,"12/02/2022, 00:23:45.819193"
6,33,0016,b4,91,36,44,02,130005e6070b1e00172d6400e13d,cb,55,"12/02/2022, 00:23:46.342597"
7,33,0052,b5,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32333a34365d2053656e736f722044617461205265706f72742049445b307834345d204e756d5b3078325d204757204261745b3130305d,74,55,"12/02/2022, 00:23:46.535076"
8,33,0036,b6,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32333a34385d20203d3d3d3e2041444320417665725b323534375d,4b,55,"12/02/2022, 00:23:48.355974"
9,33,0070,b7,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32333a34395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,ba,55,"12/02/2022, 00:23:50.366547"
10,33,0070,b8,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32333a35345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,b7,55,"12/02/2022, 00:23:55.392976"
11,33,0070,b9,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32333a35395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,bd,55,"12/02/2022, 00:24:00.317069"
12,33,0070,ba,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32343a30345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,b5,55,"12/02/2022, 00:24:05.347200"
13,33,0070,bb,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32343a30395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,bb,55,"12/02/2022, 00:24:10.372767"
14,33,002e,bc,91,36,23,01,ffff0c000000000000000000000000000000000000000000000000e6070b1e0018096400f6ff,6f,55,"12/02/2022, 00:24:10.566548"
15,33,0052,bd,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32343a31305d2053656e736f722044617461205265706f72742049445b307832335d204e756d5b3078315d204757204261745b3130305d,70,55,"12/02/2022, 00:24:10.758526"
16,33,002e,be,91,36,24,01,ffff0c000000000000000000000000000000000000000000000000e6070b1e0018096400f6ff,72,55,"12/02/2022, 00:24:10.952152"
17,33,0052,bf,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32343a31305d2053656e736f722044617461205265706f72742049445b307832345d204e756d5b3078315d204757204261745b3130305d,73,55,"12/02/2022, 00:24:11.145338"
18,33,001d,c0,91,36,25,01,ffff0c00000000000000e6070b1e0018096400f6ff,64,55,"12/02/2022, 00:24:15.118911"
19,33,0052,c1,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32343a31305d2053656e736f722044617461205265706f72742049445b307832355d204e756d5b3078315d204757204261745b3130305d,76,55,"12/02/2022, 00:24:15.312702"
20,33,0070,c2,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32343a31345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,be,55,"12/02/2022, 00:24:15.506044"
21,33,0070,df,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32353a34345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,df,55,"12/02/2022, 00:25:45.361737"
22,33,006f,e0,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32353a34355d2052656376204b4120504952205b325d204261745b3230305d2053656e73696e6720506572696f645b31343430305d205265706f727420506572696f645b31343430305d20525353495b2d34315d,f0,55,"12/02/2022, 00:25:45.550732"
23,33,0077,e1,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32353a34355d20526563762050495220446174612049445b307834345d204e756d5b3078325d20436e745b395d204d61736b5b307831303030344539335d204261745b3130305d20436f6d5b305d20525353495b2d34315d,82,55,"12/02/2022, 00:25:45.931433"
24,33,0036,e2,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32353a34385d20203d3d3d3e2041444320417665725b323535305d,73,55,"12/02/2022, 00:25:48.197737"
25,33,0070,e3,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32353a34395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,e8,55,"12/02/2022, 00:25:50.300713"
26,33,0070,e4,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32353a35345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,e5,55,"12/02/2022, 00:25:55.338587"
27,33,0070,e5,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32353a35395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,eb,55,"12/02/2022, 00:26:00.375495"
28,33,0070,e6,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a30345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,e3,55,"12/02/2022, 00:26:05.308745"
29,33,0070,e7,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a30395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,e9,55,"12/02/2022, 00:26:10.342845"
30,33,002e,e8,91,36,23,01,ffff0c000000000000000000000000000000000000000000000000e6070b1e001a096400f6ff,9d,55,"12/02/2022, 00:26:10.531766"
31,33,0052,e9,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32363a31305d2053656e736f722044617461205265706f72742049445b307832335d204e756d5b3078315d204757204261745b3130305d,9e,55,"12/02/2022, 00:26:10.721120"
32,33,002e,ea,91,36,24,01,ffff0c000000000000000000000000000000000000000000000000e6070b1e001a096400f6ff,a0,55,"12/02/2022, 00:26:10.912124"
33,33,0052,eb,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32363a31305d2053656e736f722044617461205265706f72742049445b307832345d204e756d5b3078315d204757204261745b3130305d,a1,55,"12/02/2022, 00:26:11.101042"
34,33,001d,ec,91,36,25,01,ffff0c00000000000000e6070b1e001a096400f6ff,92,55,"12/02/2022, 00:26:12.067508"
35,33,0052,ed,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32363a31305d2053656e736f722044617461205265706f72742049445b307832355d204e756d5b3078315d204757204261745b3130305d,a4,55,"12/02/2022, 00:26:12.256971"
36,33,0034,ee,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a31315d204f7574476f696e67205374617274,da,55,"12/02/2022, 00:26:14.586261"
37,33,0008,ef,91,6d,4a,02,,41,55,"12/02/2022, 00:26:14.776745"
38,33,0034,f0,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a31345d204f7574476f696e67205374617274,df,55,"12/02/2022, 00:26:15.193995"
39,33,0008,f1,91,6c,4a,02,,42,55,"12/02/2022, 00:26:15.384129"
40,33,0070,f2,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a31345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,f0,55,"12/02/2022, 00:26:15.574943"
41,33,0034,f3,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a31355d204f7574476f696e67205374617274,e3,55,"12/02/2022, 00:26:20.135304"
42,33,0008,f4,91,6d,4a,02,,46,55,"12/02/2022, 00:26:20.325704"
43,33,0070,f5,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a31395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,f8,55,"12/02/2022, 00:26:23.664346"
44,33,0034,f6,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a32335d204f7574476f696e67205374617274,e5,55,"12/02/2022, 00:26:23.854971"
45,33,0008,f7,91,6c,4a,02,,48,55,"12/02/2022, 00:26:25.176321"
46,33,0070,f8,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a32345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,f7,55,"12/02/2022, 00:26:25.366557"
47,33,0070,f9,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a32395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,fd,55,"12/02/2022, 00:26:30.308936"
48,33,0070,fa,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a33345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,fa,55,"12/02/2022, 00:26:35.350245"
49,33,0070,fb,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a33395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,00,55,"12/02/2022, 00:26:40.481991"
50,33,0015,fc,91,39,11,01,6400db0000e6070b1e00122e00,82,55,"12/02/2022, 00:26:40.670609"
51,33,0048,fd,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32363a34305d2053656e736f7220537461747573205265706f72742049445b307831315d204e756d5b3078315d,74,55,"12/02/2022, 00:26:45.113818"
52,33,0070,fe,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a34345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,ff,55,"12/02/2022, 00:26:45.304107"
53,33,006f,00,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32363a34355d2052656376204b4120504952205b325d204261745b3230305d2053656e73696e6720506572696f645b31343430305d205265706f727420506572696f645b31343430305d20525353495b2d34325d,12,55,"12/02/2022, 00:26:45.684449"
54,33,0078,01,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a34355d20526563762050495220446174612049445b307834345d204e756d5b3078325d20436e745b31305d204d61736b5b307831354130413835305d204261745b3130305d20436f6d5b305d20525353495b2d34325d,dc,55,"12/02/2022, 00:26:45.873955"
55,33,005b,02,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a34385d20526561642054656d7020446174612054656d705b32362e3027435d204261745b3130305d20436f6d5b305d20525353495b2d31305d,7d,55,"12/02/2022, 00:26:48.850399"
56,33,0058,03,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a34385d20526561642048756d20446174612048756d5b34302e30255d204261745b3130305d20436f6d5b305d20525353495b2d31305d,5a,55,"12/02/2022, 00:26:49.039795"
57,33,0036,04,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32363a34385d20203d3d3d3e2041444320417665725b323535305d,96,55,"12/02/2022, 00:26:49.231175"
58,33,0070,05,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a34395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,0b,55,"12/02/2022, 00:26:50.369065"
59,33,0034,06,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a35335d204f7574476f696e67205374617274,f8,55,"12/02/2022, 00:26:53.651998"
60,33,0008,07,91,6d,4a,02,,59,55,"12/02/2022, 00:26:53.842723"
61,33,0070,08,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a35345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,0a,55,"12/02/2022, 00:26:55.359158"
62,33,0070,09,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32363a35395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,10,55,"12/02/2022, 00:27:00.394576"
63,33,0034,0a,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32373a30315d204f7574476f696e67205374617274,f6,55,"12/02/2022, 00:27:01.461247"
64,33,0008,0b,91,6c,4a,02,,5c,55,"12/02/2022, 00:27:01.650684"
65,33,0070,0c,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32373a30345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,0a,55,"12/02/2022, 00:27:05.319476"
66,33,0070,0d,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32373a30395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,10,55,"12/02/2022, 00:27:10.225742"
67,33,002e,0e,91,36,23,01,ffff0c000000000000000000000000000000000000000000000000e6070b1e001b096400f6ff,c4,55,"12/02/2022, 00:27:10.492950"
68,33,0052,0f,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32373a31305d2053656e736f722044617461205265706f72742049445b307832335d204e756d5b3078315d204757204261745b3130305d,c5,55,"12/02/2022, 00:27:10.684797"
69,33,002e,10,91,36,24,01,ffff0c000000000000000000000000000000000000000000000000e6070b1e001b096400f6ff,c7,55,"12/02/2022, 00:27:10.875282"
70,33,0052,11,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32373a31305d2053656e736f722044617461205265706f72742049445b307832345d204e756d5b3078315d204757204261745b3130305d,c8,55,"12/02/2022, 00:27:11.064926"
71,33,001d,12,91,36,25,01,ffff0c00000000000000e6070b1e001b096400f6ff,b9,55,"12/02/2022, 00:27:12.878934"
72,33,0052,13,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32373a31305d2053656e736f722044617461205265706f72742049445b307832355d204e756d5b3078315d204757204261745b3130305d,cb,55,"12/02/2022, 00:27:13.070837"
73,33,0034,14,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32373a31325d204f7574476f696e67205374617274,02,55,"12/02/2022, 00:27:15.144651"
74,33,0008,15,91,6d,4a,02,,67,55,"12/02/2022, 00:27:15.335897"
75,33,0070,16,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32373a31345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,15,55,"12/02/2022, 00:27:41.974471"
76,33,0070,17,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32373a31395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,1b,55,"12/02/2022, 00:27:45.146215"
77,33,0070,18,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32373a32345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,18,55,"12/02/2022, 00:27:45.334576"
78,33,0070,19,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32373a32395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,1e,55,"12/02/2022, 00:27:45.523079"
79,33,006f,1a,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32373a33335d2052656376204b4120504952205b325d204261745b3230305d2053656e73696e6720506572696f645b31343430305d205265706f727420506572696f645b31343430305d20525353495b2d34365d,2e,55,"12/02/2022, 00:27:45.711450"
80,33,0077,1b,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32373a33335d20526563762050495220446174612049445b307834345d204e756d5b3078325d20436e745b31315d204d61736b5b3078443438414534305d204261745b3130305d20436f6d5b305d20525353495b2d34365d,dd,55,"12/02/2022, 00:27:45.902001"
81,33,0070,1c,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32373a33345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,1d,55,"12/02/2022, 00:27:46.151195"
82,33,0070,1d,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32373a33395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,23,55,"12/02/2022, 00:27:46.340534"
83,33,0070,1e,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32373a34345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,20,55,"12/02/2022, 00:27:46.548072"
84,33,006f,1f,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32373a34355d2052656376204b4120504952205b325d204261745b3230305d2053656e73696e6720506572696f645b31343430305d205265706f727420506572696f645b31343430305d20525353495b2d34315d,31,55,"12/02/2022, 00:27:48.161310"
85,33,0073,20,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32373a34355d20526563762050495220446174612049445b307834345d204e756d5b3078325d20436e745b345d204d61736b5b3078202033355d204261745b3130305d20436f6d5b305d20525353495b2d34315d,bc,55,"12/02/2022, 00:27:48.351964"
86,33,0016,21,91,36,44,02,2b0005e6070b1e001b2d6400d784,91,55,"12/02/2022, 00:27:50.174010"
87,33,0052,22,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32373a34365d2053656e736f722044617461205265706f72742049445b307834345d204e756d5b3078325d204757204261745b3130305d,e5,55,"12/02/2022, 00:27:50.364316"
88,33,0036,23,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32373a34385d20203d3d3d3e2041444320417665725b323534395d,be,55,"12/02/2022, 00:27:55.006312"
89,33,0070,24,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32373a34395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,2b,55,"12/02/2022, 00:27:55.196659"
90,33,006f,25,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32373a35345d2052656376204b4120504952205b325d204261745b3230305d2053656e73696e6720506572696f645b31343430305d205265706f727420506572696f645b31343430305d20525353495b2d33345d,39,55,"12/02/2022, 00:27:55.386973"
91,33,0076,26,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32373a35355d20526563762050495220446174612049445b307834345d204e756d5b3078325d20436e745b335d204d61736b5b3078453030303030305d204261745b3130305d20436f6d5b305d20525353495b2d33355d,85,55,"12/02/2022, 00:27:55.577457"
92,33,0070,27,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32373a35355d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,2b,55,"12/02/2022, 00:27:55.767793"
93,33,0070,28,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32373a35395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,30,55,"12/02/2022, 00:28:00.335775"
94,33,0070,29,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32383a30345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,28,55,"12/02/2022, 00:28:05.368560"
95,33,0070,2a,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32383a30395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,2e,55,"12/02/2022, 00:28:10.300290"
96,33,002e,2b,91,36,23,01,ffff0c000000000000000000000000000000000000000000000000e6070b1e001c096400f6ff,e2,55,"12/02/2022, 00:28:10.490254"
97,33,0052,2c,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32383a31305d2053656e736f722044617461205265706f72742049445b307832335d204e756d5b3078315d204757204261745b3130305d,e3,55,"12/02/2022, 00:28:10.681872"
98,33,002e,2d,91,36,24,01,ffff0c000000000000000000000000000000000000000000000000e6070b1e001c096400f6ff,e5,55,"12/02/2022, 00:28:10.870503"
99,33,0052,2e,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32383a31305d2053656e736f722044617461205265706f72742049445b307832345d204e756d5b3078315d204757204261745b3130305d,e6,55,"12/02/2022, 00:28:11.059575"
100,33,001d,2f,91,36,25,01,ffff0c00000000000000e6070b1e001c096400f6ff,d7,55,"12/02/2022, 00:28:11.248788"
101,33,0052,30,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32383a31305d2053656e736f722044617461205265706f72742049445b307832355d204e756d5b3078315d204757204261745b3130305d,e9,55,"12/02/2022, 00:28:15.149935"
102,33,0070,31,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32383a31345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,31,55,"12/02/2022, 00:28:15.338609"
103,33,0070,32,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32383a31395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,37,55,"12/02/2022, 00:28:20.374441"
104,33,0070,33,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32383a32345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,34,55,"12/02/2022, 00:28:25.308525"
105,33,006f,34,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32383a32355d2052656376204b4120504952205b325d204261745b3230305d2053656e73696e6720506572696f645b31343430305d205265706f727420506572696f645b31343430305d20525353495b2d33375d,4a,55,"12/02/2022, 00:28:25.688952"
106,33,0075,35,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32383a32355d20526563762050495220446174612049445b307834345d204e756d5b3078325d20436e745b355d204d61736b5b30783333303830305d204261745b3130305d20436f6d5b305d20525353495b2d33375d,5e,55,"12/02/2022, 00:28:25.879452"
107,33,0070,36,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32383a32395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,3c,55,"12/02/2022, 00:28:30.345008"
108,33,0070,37,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32383a33345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,39,55,"12/02/2022, 00:28:35.378131"
109,33,0070,38,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32383a33395d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,3f,55,"12/02/2022, 00:28:40.310442"
110,33,0070,39,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32383a34345d20526563762042696f20446174612050445b305d204143545b305d2042525b305d2048525b305d20585b305d20595b305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,3c,55,"12/02/2022, 00:28:45.346511"
111,33,006f,3a,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32383a34355d2052656376204b4120504952205b325d204261745b3230305d2053656e73696e6720506572696f645b31343430305d205265706f727420506572696f645b31343430305d20525353495b2d33395d,54,55,"12/02/2022, 00:28:45.727381"
112,33,0073,3b,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32383a34355d20526563762050495220446174612049445b307834345d204e756d5b3078325d20436e745b335d204d61736b5b3078203230335d204261745b3130305d20436f6d5b305d20525353495b2d34305d,e3,55,"12/02/2022, 00:28:45.917869"
113,33,005b,3c,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32383a34385d20526561642054656d7020446174612054656d705b32352e3427435d204261745b3130305d20436f6d5b305d20525353495b2d31305d,bc,55,"12/02/2022, 00:28:48.864126"
114,33,0058,3d,91,80,ff,ff,5b4556454e545d5b323032322e31312e33305d5b30303a32383a34385d20526561642048756d20446174612048756d5b34302e38255d204261745b3130305d20436f6d5b305d20525353495b2d31305d,9e,55,"12/02/2022, 00:28:49.053514"
115,33,0036,3e,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32383a34385d20203d3d3d3e2041444320417665725b323534375d,d8,55,"12/02/2022, 00:28:49.242678"
116,33,006b,3f,91,80,ff,ff,5b475d5b323032322e31312e33305d5b30303a32383a34385d2052656376204b412042746e205b315d204261745b3230305d2053656e73696e6720506572696f645b3630305d205265706f727420506572696f645b3630305d20525353495b2d35325d,c5,55,"12/02/2022, 00:28:49.430994"
